date,NTU,rain
9/11/12 16:17,0.656513,
9/11/12 16:18,0.654103,0
9/11/12 16:19,0.653181,
9/11/12 16:20,0.652987,
9/11/12 16:21,0.651871,
9/11/12 16:22,0.652809,
9/11/12 16:23,0.651895,
9/11/12 16:24,0.652081,
9/11/12 16:25,0.652777,
9/11/12 16:26,0.651668,
9/11/12 16:27,0.651709,
9/11/12 16:28,0.651871,
9/11/12 16:29,0.651814,
9/11/12 16:30,0.651968,
9/11/12 16:31,0.652194,
9/11/12 16:32,0.652332,
9/11/12 16:33,0.651822,
9/11/12 16:34,0.652283,
9/11/12 16:35,0.651127,
9/11/12 16:36,0.651426,
9/11/12 16:37,0.65124,
9/11/12 16:38,0.651337,
9/11/12 16:39,0.651046,
9/11/12 16:40,0.651757,
9/11/12 16:41,0.652922,
9/11/12 16:42,0.651094,
9/11/12 16:43,0.650827,
9/11/12 16:44,0.651199,
9/11/12 16:45,0.651644,
9/11/12 16:46,0.652607,
9/11/12 16:47,0.652032,
9/11/12 16:48,0.65289,
9/11/12 16:49,0.65234,
9/11/12 16:50,0.651887,
9/11/12 16:51,0.651482,
9/11/12 16:52,0.650204,
9/11/12 16:53,0.650132,
9/11/12 16:54,0.650868,
9/11/12 16:55,0.650407,
9/11/12 16:56,0.650835,
9/11/12 16:57,0.650803,
9/11/12 16:58,0.651604,
9/11/12 16:59,0.653796,
9/11/12 17:00,0.653124,
9/11/12 17:01,0.651127,
9/11/12 17:02,0.651232,
9/11/12 17:03,0.650585,
9/11/12 17:04,0.64963,
9/11/12 17:05,0.649541,
9/11/12 17:06,0.6498,
9/11/12 17:07,0.649962,
9/11/12 17:08,0.649654,
9/11/12 17:09,0.64959,
9/11/12 17:10,0.650043,
9/11/12 17:11,0.650293,
9/11/12 17:12,0.650852,
9/11/12 17:13,0.650674,
9/11/12 17:14,0.650366,
9/11/12 17:15,0.650593,
9/11/12 17:16,0.651224,
9/11/12 17:17,0.651264,
9/11/12 17:18,0.650803,0
9/11/12 17:19,0.650488,
9/11/12 17:20,0.65031,
9/11/12 17:21,0.651102,
9/11/12 17:22,0.650965,
9/11/12 17:23,0.651232,
9/11/12 17:24,0.65234,
9/11/12 17:25,0.651749,
9/11/12 17:26,0.651855,
9/11/12 17:27,0.652534,
9/11/12 17:28,0.650932,
9/11/12 17:29,0.650213,
9/11/12 17:30,0.649266,
9/11/12 17:31,0.649784,
9/11/12 17:32,0.651029,
9/11/12 17:33,0.651717,
9/11/12 17:34,0.651846,
9/11/12 17:35,0.651313,
9/11/12 17:36,0.65238,
9/11/12 17:37,0.652129,
9/11/12 17:38,0.651143,
9/11/12 17:39,0.650625,
9/11/12 17:40,0.650293,
9/11/12 17:41,0.651086,
9/11/12 17:42,0.650649,
9/11/12 17:43,0.6509,
9/11/12 17:44,0.651652,
9/11/12 17:45,0.651021,
9/11/12 17:46,0.650439,
9/11/12 17:47,0.650496,
9/11/12 17:48,0.650318,
9/11/12 17:49,0.651159,
9/11/12 17:50,0.650229,
9/11/12 17:51,0.650302,
9/11/12 17:52,0.650302,
9/11/12 17:53,0.650868,
9/11/12 17:54,0.651029,
9/11/12 17:55,0.650803,
9/11/12 17:56,0.650164,
9/11/12 17:57,0.6509,
9/11/12 17:58,0.65018,
9/11/12 17:59,0.65035,
9/11/12 18:00,0.651094,
9/11/12 18:01,0.651523,
9/11/12 18:02,0.651806,
9/11/12 18:03,0.650965,
9/11/12 18:04,0.65124,
9/11/12 18:05,0.651903,
9/11/12 18:06,0.652235,
9/11/12 18:07,0.652801,
9/11/12 18:08,0.652324,
9/11/12 18:09,0.653416,
9/11/12 18:10,0.653416,
9/11/12 18:11,0.652477,
9/11/12 18:12,0.652097,
9/11/12 18:13,0.652906,
9/11/12 18:14,0.652841,
9/11/12 18:15,0.653141,
9/11/12 18:16,0.653407,
9/11/12 18:17,0.653699,
9/11/12 18:18,0.653699,0
9/11/12 18:19,0.653577,
9/11/12 18:20,0.653715,
9/11/12 18:21,0.653666,
9/11/12 18:22,0.653747,
9/11/12 18:23,0.653521,
9/11/12 18:24,0.653003,
9/11/12 18:25,0.652647,
9/11/12 18:26,0.653327,
9/11/12 18:27,0.653432,
9/11/12 18:28,0.654224,
9/11/12 18:29,0.654192,
9/11/12 18:30,0.654265,
9/11/12 18:31,0.653917,
9/11/12 18:32,0.653885,
9/11/12 18:33,0.653941,
9/11/12 18:34,0.65386,
9/11/12 18:35,0.653998,
9/11/12 18:36,0.653836,
9/11/12 18:37,0.654718,
9/11/12 18:38,0.653852,
9/11/12 18:39,0.654087,
9/11/12 18:40,0.65399,
9/11/12 18:41,0.654766,
9/11/12 18:42,0.654184,
9/11/12 18:43,0.653933,
9/11/12 18:44,0.654087,
9/11/12 18:45,0.654944,
9/11/12 18:46,0.655705,
9/11/12 18:47,0.655761,
9/11/12 18:48,0.656125,
9/11/12 18:49,0.656166,
9/11/12 18:50,0.655923,
9/11/12 18:51,0.656101,
9/11/12 18:52,0.65606,
9/11/12 18:53,0.655648,
9/11/12 18:54,0.655672,
9/11/12 18:55,0.655866,
9/11/12 18:56,0.656198,
9/11/12 18:57,0.656206,
9/11/12 18:58,0.656805,
9/11/12 18:59,0.655664,
9/11/12 19:00,0.656788,
9/11/12 19:01,0.65712,
