Date,Time,Rain (mm),Rate (mm/hr),Rain (in) 
9/4/2015,12:00 AM,0,0,0
9/4/2015,12:30 AM,0,0,0
9/4/2015,1:00 AM,0,0,0
9/4/2015,1:30 AM,0,0,0
9/4/2015,2:00 AM,0,0,0
9/4/2015,2:30 AM,0,0,0
9/4/2015,3:00 AM,0,0,0
9/4/2015,3:30 AM,0,0,0
9/4/2015,4:00 AM,0,0,0
9/4/2015,4:30 AM,0,0,0
9/4/2015,5:00 AM,0,0,0
9/4/2015,5:30 AM,0,0,0
9/4/2015,6:00 AM,0,0,0
9/4/2015,6:30 AM,0,0,0
9/4/2015,7:00 AM,0,0,0
9/4/2015,7:30 AM,0,0,0
9/4/2015,8:00 AM,0,0,0
9/4/2015,8:30 AM,0,0,0
9/4/2015,9:00 AM,0,0,0
9/4/2015,9:30 AM,0,0,0
9/4/2015,10:00 AM,0,0,0
9/4/2015,10:30 AM,0,0,0
9/4/2015,11:00 AM,0,0,0
9/4/2015,11:30 AM,0,0,0
9/4/2015,12:00 PM,0,0,0
9/4/2015,12:30 PM,0,0,0
9/4/2015,1:00 PM,0,0,0
9/4/2015,1:30 PM,0,0,0
9/4/2015,2:00 PM,0,0,0
9/4/2015,2:30 PM,0,0,0
9/4/2015,3:00 PM,0,0,0
9/4/2015,3:30 PM,0,0,0
9/4/2015,4:00 PM,0,0,0
9/4/2015,4:30 PM,0,0,0
9/4/2015,5:00 PM,0,0,0
9/4/2015,5:30 PM,0,0,0
9/4/2015,6:00 PM,0,0,0
9/4/2015,6:30 PM,0,0,0
9/4/2015,7:00 PM,0,0,0
9/4/2015,7:30 PM,0,0,0
9/4/2015,8:00 PM,0,0,0
9/4/2015,8:30 PM,0,0,0
9/4/2015,9:00 PM,0,0,0
9/4/2015,9:30 PM,0,0,0
9/4/2015,10:00 PM,0,0,0
9/4/2015,10:30 PM,0,0,0
9/4/2015,11:00 PM,0,0,0
9/4/2015,11:30 PM,0,0,0
9/5/2015,12:00 AM,0,0,0
9/5/2015,12:30 AM,0,0,0
9/5/2015,1:00 AM,0,0,0
9/5/2015,1:30 AM,0,0,0
9/5/2015,2:00 AM,0,0,0
9/5/2015,2:30 AM,0,0,0
9/5/2015,3:00 AM,0,0,0
9/5/2015,3:30 AM,0,0,0
9/5/2015,4:00 AM,0,0,0
9/5/2015,4:30 AM,0,0,0
9/5/2015,5:00 AM,0,0,0
9/5/2015,5:30 AM,0,0,0
9/5/2015,6:00 AM,0,0,0
9/5/2015,6:30 AM,0,0,0
9/5/2015,7:00 AM,0,0,0
9/5/2015,7:30 AM,0,0,0
9/5/2015,8:00 AM,0,0,0
9/5/2015,8:30 AM,0,0,0
9/5/2015,9:00 AM,0,0,0
9/5/2015,9:30 AM,0,0,0
9/5/2015,10:00 AM,0,0,0
9/5/2015,10:30 AM,0,0,0
9/5/2015,11:00 AM,0,0,0
9/5/2015,11:30 AM,0,0,0
9/5/2015,12:00 PM,0,0,0
9/5/2015,12:30 PM,0,0,0
9/5/2015,1:00 PM,0,0,0
9/5/2015,1:30 PM,0,0,0
9/5/2015,2:00 PM,0,0,0
9/5/2015,2:30 PM,0,0,0
9/5/2015,3:00 PM,0,0,0
9/5/2015,3:30 PM,0,0,0
9/5/2015,4:00 PM,0,0,0
9/5/2015,4:30 PM,0,0,0
9/5/2015,5:00 PM,0,0,0
9/5/2015,5:30 PM,0,0,0
9/5/2015,6:00 PM,0,0,0
9/5/2015,6:30 PM,0,0,0
9/5/2015,7:00 PM,0,0,0
9/5/2015,7:30 PM,0,0,0
9/5/2015,8:00 PM,0,0,0
9/5/2015,8:30 PM,0,0,0
9/5/2015,9:00 PM,0,0,0
9/5/2015,9:30 PM,0,0,0
9/5/2015,10:00 PM,0,0,0
9/5/2015,10:30 PM,0,0,0
9/5/2015,11:00 PM,0,0,0
9/5/2015,11:30 PM,0,0,0
9/6/2015,12:00 AM,0,0,0
9/6/2015,12:30 AM,0,0,0
9/6/2015,1:00 AM,0,0,0
9/6/2015,1:30 AM,0,0,0
9/6/2015,2:00 AM,0,0,0
9/6/2015,2:30 AM,0,0,0
9/6/2015,3:00 AM,0,0,0
9/6/2015,3:30 AM,0,0,0
9/6/2015,4:00 AM,0,0,0
9/6/2015,4:30 AM,0,0,0
9/6/2015,5:00 AM,0,0,0
9/6/2015,5:30 AM,0,0,0
9/6/2015,6:00 AM,0,0,0
9/6/2015,6:30 AM,0,0,0
9/6/2015,7:00 AM,0,0,0
9/6/2015,7:30 AM,0,0,0
9/6/2015,8:00 AM,0,0,0
9/6/2015,8:30 AM,0,0,0
9/6/2015,9:00 AM,0,0,0
9/6/2015,9:30 AM,0,0,0
9/6/2015,10:00 AM,0,0,0
9/6/2015,10:30 AM,0,0,0
9/6/2015,11:00 AM,0,0,0
9/6/2015,11:30 AM,0,0,0
9/6/2015,12:00 PM,0,0,0
9/6/2015,12:30 PM,0,0,0
9/6/2015,1:00 PM,0,0,0
9/6/2015,1:30 PM,0,0,0
9/6/2015,2:00 PM,0,0,0
9/6/2015,2:30 PM,0,0,0
9/6/2015,3:00 PM,0,0,0
9/6/2015,3:30 PM,0,0,0
9/6/2015,4:00 PM,0,0,0
9/6/2015,4:30 PM,0,0,0
9/6/2015,6:00 PM,0,0,0
9/6/2015,6:30 PM,0,0,0
9/6/2015,7:00 PM,0,0,0
9/6/2015,7:30 PM,0,0,0
9/6/2015,8:00 PM,0,0,0
9/6/2015,8:30 PM,0,0,0
9/6/2015,9:00 PM,0,0,0
9/6/2015,9:30 PM,0,0,0
9/6/2015,10:00 PM,0,0,0
9/6/2015,10:30 PM,0,0,0
9/6/2015,11:00 PM,0,0,0
9/6/2015,11:30 PM,0,0,0
9/7/2015,12:00 AM,0,0,0
9/7/2015,12:30 AM,0,0,0
9/7/2015,1:00 AM,0,0,0
9/7/2015,1:30 AM,0,0,0
9/7/2015,2:00 AM,0,0,0
9/7/2015,2:30 AM,0,0,0
9/7/2015,3:00 AM,0,0,0
9/7/2015,3:30 AM,0,0,0
9/7/2015,4:00 AM,0,0,0
9/7/2015,4:30 AM,0,0,0
9/7/2015,5:00 AM,0,0,0
9/7/2015,5:30 AM,0,0,0
9/7/2015,6:00 AM,0,0,0
9/7/2015,6:30 AM,0,0,0
9/7/2015,7:00 AM,0,0,0
9/7/2015,7:30 AM,0,0,0
9/7/2015,8:00 AM,0,0,0
9/7/2015,8:30 AM,0,0,0
9/7/2015,9:00 AM,0,0,0
9/7/2015,9:30 AM,0,0,0
9/7/2015,10:00 AM,0,0,0
9/7/2015,10:30 AM,0,0,0
9/7/2015,11:00 AM,0,0,0
9/7/2015,11:30 AM,0,0,0
9/7/2015,12:00 PM,0,0,0
9/7/2015,12:30 PM,0,0,0
9/7/2015,1:00 PM,0,0,0
9/7/2015,1:30 PM,0,0,0
9/7/2015,2:00 PM,0,0,0
9/7/2015,2:30 PM,0,0,0
9/7/2015,3:00 PM,0,0,0
9/7/2015,3:30 PM,0,0,0
9/7/2015,4:00 PM,0,0,0
9/7/2015,4:30 PM,0,0,0
9/7/2015,5:00 PM,0,0,0
9/7/2015,5:30 PM,0,0,0
9/7/2015,6:00 PM,0,0,0
9/7/2015,6:30 PM,0,0,0
9/7/2015,7:00 PM,0,0,0
9/7/2015,7:30 PM,0,0,0
9/7/2015,8:00 PM,0,0,0
9/7/2015,8:30 PM,0,0,0
9/7/2015,9:00 PM,0,0,0
9/7/2015,9:30 PM,0,0,0
9/7/2015,10:00 PM,0,0,0
9/7/2015,10:30 PM,0,0,0
9/7/2015,11:00 PM,0,0,0
9/7/2015,11:30 PM,0,0,0
9/8/2015,12:00 AM,0,0,0
9/8/2015,12:30 AM,0,0,0
9/8/2015,1:00 AM,0,0,0
9/8/2015,1:30 AM,0,0,0
9/8/2015,2:00 AM,0,0,0
9/8/2015,2:30 AM,0,0,0
9/8/2015,3:00 AM,0,0,0
9/8/2015,3:30 AM,0,0,0
9/8/2015,4:00 AM,0,0,0
9/8/2015,4:30 AM,0,0,0
9/8/2015,5:00 AM,0,0,0
9/8/2015,5:30 AM,0,0,0
9/8/2015,6:00 AM,0,0,0
9/8/2015,6:30 AM,0,0,0
9/8/2015,7:00 AM,0,0,0
9/8/2015,7:30 AM,0,0,0
9/8/2015,8:00 AM,0,0,0
9/8/2015,8:30 AM,0,0,0
9/8/2015,9:00 AM,0,0,0
9/8/2015,9:30 AM,0,0,0
9/8/2015,10:00 AM,0,0,0
9/8/2015,10:30 AM,0,0,0
9/8/2015,11:00 AM,0,0,0
9/8/2015,11:30 AM,0,0,0
9/8/2015,12:00 PM,0,0,0
9/8/2015,12:30 PM,0,0,0
9/8/2015,1:00 PM,0,0,0
9/8/2015,1:30 PM,0,0,0
9/8/2015,2:00 PM,0,0,0
9/8/2015,2:30 PM,0,0,0
9/8/2015,3:00 PM,0,0,0
9/8/2015,3:30 PM,0,0,0
9/8/2015,4:00 PM,0,0,0
9/8/2015,4:30 PM,0,0,0
9/8/2015,5:00 PM,0,0,0
9/8/2015,5:30 PM,0,0,0
9/8/2015,6:00 PM,0,0,0
9/8/2015,6:30 PM,0,0,0
9/8/2015,7:00 PM,0,0,0
9/8/2015,7:30 PM,0,0,0
9/8/2015,8:00 PM,0,0,0
9/8/2015,8:30 PM,0,0,0
9/8/2015,9:00 PM,0,0,0
9/8/2015,9:30 PM,0,0,0
9/8/2015,10:00 PM,0,0,0
9/8/2015,10:30 PM,0,0,0
9/8/2015,11:00 PM,0,0,0
9/8/2015,11:30 PM,0,0,0
9/9/2015,12:00 AM,0,0,0
9/9/2015,12:30 AM,0,0,0
9/9/2015,1:00 AM,0,0,0
9/9/2015,1:30 AM,0,0,0
9/9/2015,2:00 AM,0,0,0
9/9/2015,2:30 AM,0,0,0
9/9/2015,3:00 AM,0,0,0
9/9/2015,3:30 AM,0,0,0
9/9/2015,4:00 AM,0,0,0
9/9/2015,4:30 AM,0,0,0
9/9/2015,5:00 AM,0,0,0
9/9/2015,5:30 AM,0,0,0
9/9/2015,6:00 AM,0,0,0
9/9/2015,6:30 AM,0,0,0
9/9/2015,7:00 AM,0,0,0
9/9/2015,7:30 AM,0,0,0
9/9/2015,8:00 AM,0,0,0
9/9/2015,8:30 AM,0,0,0
9/9/2015,9:00 AM,0,0,0
9/9/2015,9:30 AM,0,0,0
9/9/2015,10:00 AM,0,0,0
9/9/2015,10:30 AM,0,0,0
9/9/2015,11:00 AM,0,0,0
9/9/2015,11:30 AM,0,0,0
9/9/2015,12:00 PM,0,0,0
9/9/2015,12:30 PM,0,0,0
9/9/2015,1:00 PM,0,0,0
9/9/2015,1:30 PM,0,0,0
9/9/2015,2:00 PM,0,0,0
9/9/2015,2:30 PM,0,0,0
9/9/2015,3:00 PM,0,0,0
9/9/2015,3:30 PM,0,0,0
9/9/2015,4:00 PM,0,0,0
9/9/2015,4:30 PM,0,0,0
9/9/2015,5:00 PM,0,0,0
9/9/2015,5:30 PM,0,0,0
9/9/2015,6:00 PM,0,0,0
9/9/2015,6:30 PM,0,0,0
9/9/2015,7:00 PM,0,0,0
9/9/2015,7:30 PM,0,0,0
9/9/2015,8:00 PM,0,0,0
9/9/2015,8:30 PM,0,0,0
9/9/2015,9:00 PM,0,0,0
9/9/2015,9:30 PM,0,0,0
9/9/2015,10:00 PM,0,0,0
9/9/2015,10:30 PM,0,0,0
9/9/2015,11:00 PM,0,0,0
9/9/2015,11:30 PM,0,0,0
9/10/2015,12:00 AM,0,0,0
9/10/2015,12:30 AM,0,0,0
9/10/2015,1:00 AM,0,0,0
9/10/2015,1:30 AM,0,0,0
9/10/2015,2:00 AM,0,0,0
9/10/2015,2:30 AM,0,0,0
9/10/2015,3:00 AM,0,0,0
9/10/2015,3:30 AM,0,0,0
9/10/2015,4:00 AM,0,0,0
9/10/2015,4:30 AM,0,0,0
9/10/2015,5:00 AM,0.2,0,0.00787402
9/10/2015,5:30 AM,0,0,0
9/10/2015,6:00 AM,1,4,0.0393701
9/10/2015,6:30 AM,0,0,0
9/10/2015,7:00 AM,0,0,0
9/10/2015,7:30 AM,0,0,0
9/10/2015,8:00 AM,0,0,0
9/10/2015,8:30 AM,0,0,0
9/10/2015,9:00 AM,0,0,0
9/10/2015,9:30 AM,0,0,0
9/10/2015,10:00 AM,0,0,0
9/10/2015,10:30 AM,0,0,0
9/10/2015,11:00 AM,0,0,0
9/10/2015,11:30 AM,0,0,0
9/10/2015,12:00 PM,0,0,0
9/10/2015,12:30 PM,0,0,0
9/10/2015,1:00 PM,0,0,0
9/10/2015,1:30 PM,0,0,0
9/10/2015,2:00 PM,0,0,0
9/10/2015,2:30 PM,0,0,0
9/10/2015,3:00 PM,0,0,0
9/10/2015,3:30 PM,0,0,0
9/10/2015,4:00 PM,0,0,0
9/10/2015,4:30 PM,0,0,0
9/10/2015,5:00 PM,0,0,0
9/10/2015,5:30 PM,0,0,0
9/10/2015,6:00 PM,0,0,0
9/10/2015,6:30 PM,1,17.8,0.0393701
9/10/2015,7:00 PM,0.2,4,0.00787402
9/10/2015,7:30 PM,0.4,4.2,0.01574804
9/10/2015,8:00 PM,0,0,0
9/10/2015,8:30 PM,0,0,0
9/10/2015,9:00 PM,0,0,0
9/10/2015,9:30 PM,0.6,3.4,0.02362206
9/10/2015,10:00 PM,0.8,9.4,0.03149608
9/10/2015,10:30 PM,0.4,3.6,0.01574804
9/10/2015,11:00 PM,0.6,11.6,0.02362206
9/10/2015,11:30 PM,0.4,3,0.01574804
9/11/2015,12:00 AM,0.2,1.2,0.00787402
9/11/2015,12:30 AM,2.8,18,0.11023628
9/11/2015,1:00 AM,2,10.6,0.0787402
9/11/2015,1:30 AM,0.8,3.2,0.03149608
9/11/2015,2:00 AM,0.6,3.4,0.02362206
9/11/2015,2:30 AM,0.4,1,0.01574804
9/11/2015,3:00 AM,0,0,0
9/11/2015,3:30 AM,1,25.6,0.0393701
9/11/2015,4:00 AM,3.4,24.4,0.13385834
9/11/2015,4:30 AM,5.6,44.6,0.22047256
9/11/2015,5:00 AM,0.8,9,0.03149608
9/11/2015,5:30 AM,0.6,3.2,0.02362206
9/11/2015,6:00 AM,0.4,1.4,0.01574804
9/11/2015,6:30 AM,0,0,0
9/11/2015,7:00 AM,0,0,0
9/11/2015,7:30 AM,0,0,0
9/11/2015,8:00 AM,0,0,0
9/11/2015,8:30 AM,0,0,0
9/11/2015,9:00 AM,0.2,0,0.00787402
9/11/2015,9:30 AM,0.4,4,0.01574804
9/11/2015,10:00 AM,0.2,4,0.00787402
9/11/2015,10:30 AM,0.2,0.8,0.00787402
9/11/2015,11:00 AM,0.4,6.8,0.01574804
9/11/2015,11:30 AM,0.4,6.4,0.01574804
9/11/2015,12:00 PM,0,0,0
9/11/2015,12:30 PM,0,0,0
9/11/2015,1:00 PM,0,0,0
9/11/2015,1:30 PM,0,0,0
9/11/2015,2:00 PM,0,0,0
9/11/2015,2:30 PM,0,0,0
9/11/2015,3:00 PM,0,0,0
9/11/2015,3:30 PM,0,0,0
9/11/2015,4:00 PM,0,0,0
9/11/2015,4:30 PM,0,0,0
9/11/2015,5:00 PM,0,0,0
9/11/2015,5:30 PM,0,0,0
9/11/2015,6:00 PM,0,0,0
9/11/2015,6:30 PM,0,0,0
9/11/2015,7:00 PM,0,0,0
9/11/2015,7:30 PM,0,0,0
9/11/2015,8:00 PM,0,0,0
9/11/2015,8:30 PM,0,0,0
9/11/2015,9:00 PM,0,0,0
9/11/2015,9:30 PM,0,0,0
9/11/2015,10:00 PM,0,0,0
9/11/2015,10:30 PM,0,0,0
9/11/2015,11:00 PM,0,0,0
9/11/2015,11:30 PM,0,0,0
9/12/2015,12:00 AM,0,0,0
9/12/2015,12:30 AM,0,0,0
9/12/2015,1:00 AM,0,0,0
9/12/2015,1:30 AM,0,0,0
9/12/2015,2:00 AM,0,0,0
9/12/2015,2:30 AM,0,0,0
9/12/2015,3:00 AM,0,0,0
9/12/2015,3:30 AM,0,0,0
9/12/2015,4:00 AM,0,0,0
9/12/2015,4:30 AM,0,0,0
9/12/2015,5:00 AM,0,0,0
9/12/2015,5:30 AM,0,0,0
9/12/2015,6:00 AM,0,0,0
9/12/2015,6:30 AM,0,0,0
9/12/2015,7:00 AM,0,0,0
9/12/2015,7:30 AM,0,0,0
9/12/2015,8:00 AM,0,0,0
9/12/2015,8:30 AM,0,0,0
9/12/2015,9:00 AM,0,0,0
9/12/2015,9:30 AM,0,0,0
9/12/2015,10:00 AM,0,0,0
9/12/2015,10:30 AM,0,0,0
9/12/2015,11:00 AM,0,0,0
9/12/2015,11:30 AM,0,0,0
9/12/2015,12:00 PM,0,0,0
9/12/2015,12:30 PM,0,0,0
9/12/2015,1:00 PM,0,0,0
9/12/2015,1:30 PM,0,0,0
9/12/2015,2:00 PM,0,0,0
9/12/2015,2:30 PM,0,0,0
9/12/2015,3:00 PM,0,0,0
9/12/2015,3:30 PM,0,0,0
9/12/2015,4:00 PM,0,0,0
9/12/2015,4:30 PM,0,0,0
9/12/2015,5:00 PM,0,0,0
9/12/2015,5:30 PM,0,0,0
9/12/2015,6:00 PM,0,0,0
9/12/2015,6:30 PM,0,0,0
9/12/2015,7:00 PM,0,0,0
9/12/2015,7:30 PM,0,0,0
9/12/2015,8:00 PM,0,0,0
9/12/2015,8:30 PM,0,0,0
9/12/2015,9:00 PM,0,0,0
9/12/2015,9:30 PM,0,0,0
9/12/2015,10:00 PM,0,0,0
9/12/2015,10:30 PM,0,0,0
9/12/2015,11:00 PM,0,0,0
9/12/2015,11:30 PM,0,0,0
9/13/2015,12:00 AM,0,0,0
9/13/2015,12:30 AM,0,0,0
